chr,bp_mm10,megamuga,gigamuga
6,100429064,UNC11702660,UNC11702660
6,100481422,UNC11703540,UNC11703540
6,100485064,JAX00619572,JAX00619572
6,100537019,UNC11704553,UNC11704553
6,100595631,JAX00619601,JAX00619601
6,100604418,UNC11705763,UNC11705763
6,100646694,UNC11706510,UNC11706510
6,100701011,UNC11707616,UNC11707616
6,100710282,JAX00619637,JAX00619637
6,100747546,UNC11708335,UNC11708335
6,100823904,UNC11709431,UNC11709431
6,100869727,UNC11709874,UNC11709874
6,100921706,UNC11710609,UNC11710609
6,100973885,UNC11711387,UNC11711387
6,101014679,UNC11711967,UNC11711967
6,101076245,UNC11712919,UNC11712919
6,101173347,UNC11714537,UNC11714537
6,101268852,UNC11715814,UNC11715814
6,101285752,JAX00619864,JAX00619864
6,101303179,UNC11716321,UNC11716321
6,101361281,UNC11717354,UNC11717354
6,101418216,UNC11718330,UNC11718330
6,101474560,UNC11719179,UNC11719179
6,101500566,UNC11719601,UNC11719601
6,10155232,UNC10550437,UNC10550437
6,101564768,UNC11720772,UNC11720772
6,101654248,UNC11721970,UNC11721970
6,101666183,JAX00620027,JAX00620027
6,101705192,UNC11722825,UNC11722825
6,101722329,UNC11723261,UNC11723261
6,101796729,UNC11724311,UNC11724311
6,101840991,UNC11725017,UNC11725017
6,101902807,UNC11725924,UNC11725924
6,101963504,UNC11726746,UNC11726746
6,102023035,UNC11727516,UNC11727516
6,102078015,UNC11728385,UNC11728385
6,102110455,UNC11728782,UNC11728782
6,102185985,UNC11729970,UNC11729970
6,102253112,UNC11730998,UNC11730998
6,102279575,UNC11731557,UNC11731557
6,102335926,JAX00144709,JAX00144709
6,102352697,UNC11732644,UNC11732644
6,102387873,UNC11733165,UNC11733165
6,102431561,UNC11733659,UNC11733659
6,102489070,JAX00189916,JAX00189916
6,102508990,UNC11734899,UNC11734899
6,102558456,UNC11735535,UNC11735535
6,102582643,JAX00620250,JAX00620250
6,102610015,UNC11736038,UNC11736038
6,102644794,,JAX00620272;JAX00620272r
6,102676381,UNC11736701,UNC11736701
6,102733247,UNC11737565,UNC11737565
6,102762674,UNC11738091,UNC11738091
6,102774679,JAX00144743,JAX00144743
6,10278539,UNC10552000,UNC10552000
6,102843954,UNC11738961,UNC11738961
6,102873361,UNC11739350,UNC11739350
6,102953593,UNC11740270,UNC11740270
6,103014503,UNC11741537,UNC11741537
6,103087511,UNC11742557,UNC11742557
6,103099228,UNC11742674,UNC11742674
6,103225546,UNC11744722,UNC11744722
6,103269308,UNC11745264,UNC11745264
6,10327968,UNC10552281,UNC10552281
6,103341986,UNC11746299,UNC11746299
6,103379756,UNC11746979,UNC11746979
6,103470840,UNC11748631,UNC11748631
6,103477724,UNC11748744,UNC11748744
6,103530621,UNC11749664,UNC11749664
6,103556704,JAX00620443,JAX00620443;JAX00620443r
6,103626384,UNC11750984,UNC11750984
6,103727038,UNC11752798,UNC11752798
6,103777678,UNC11753465,UNC11753465
6,103818523,UNC11754079,UNC11754079
6,103874889,UNC11754831,UNC11754831
6,103941341,UNC11755348,UNC11755348
6,103992358,UNC11755839,UNC11755839
6,104029710,JAX00144836,JAX00144836
6,104040327,UNC11756353,UNC11756353
6,104085524,UNC11756925,UNC11756925
6,104098638,JAX00620610,JAX00620610
6,104180074,UNC11758133,UNC11758133
6,104309464,UNC11759911,UNC11759911
6,104352807,JAX00144860,JAX00144860
6,104428536,UNC11760945,UNC11760945
6,104537917,JAX00620697,JAX00620697
6,104640690,UNC11762973,UNC11762973
6,104789323,UNC11764715,UNC11764715
6,104879950,UNC11766252,UNC11766252
6,104976536,UNC11767408,UNC11767408
6,10508981,JAX00137865,JAX00137865
6,105178174,UNC11769656,UNC11769656
6,105259313,JAX00620842,JAX00620842
6,105472279,UNC11772792,UNC11772792
6,105672346,UNC11775252,UNC11775252
6,105706503,UNC11775741,UNC11775741
6,105744839,JAX00230584,JAX00230584
6,10575220,UNC10554592,UNC10554592
6,105983130,JAX00144982,JAX00144982
6,106185581,JAX00144998,JAX00144998
6,106241793,UNC11781373,UNC11781373
6,106378035,UNC11782853,UNC11782853
6,106431623,JAX00145015,JAX00145015
6,106470550,UNC11783992,UNC11783992
6,106609004,UNC11786559,UNC11786559
6,106661797,JAX00621118,JAX00621118
6,106723625,UNC11788372,UNC11788372
6,106744815,JAX00145040,JAX00145040
6,10679409,UNC10555597,UNC10555597
6,10687039,JAX00603023,JAX00603023
6,106894390,JAX00621198,JAX00621198
6,107055670,JAX00230614,JAX00230614
6,107086631,UNC11793991,UNC11793991
6,107179114,UNC060167855,UNC060167855
6,107193935,JAX00230618,JAX00230618
6,107254923,UNC11796563,UNC11796563
6,107263421,UNC11796640,UNC11796640
6,107281922,UNC11796938,UNC11796938
6,107302514,UNC11797074,UNC11797074
6,107312800,UNC11797236,UNC11797236
6,107321319,UNC11797337,UNC11797337
6,107329131,UNC11797424,UNC11797424
6,107356412,UNC11797606,UNC11797606
6,107362936,UNC11797732,UNC11797732
6,107382038,UNC11797993,UNC11797993
6,107386790,UNC11798048,UNC11798048
6,107403506,UNC11798319,UNC11798319
6,107414277,UNC11798433,UNC11798433
6,107424469,UNC11798589,UNC11798589
6,107438653,UNC11798801,UNC11798801
6,107461543,UNC11799183,UNC11799183
6,107469455,JAX00145094,JAX00145094
6,107472344,UNC11799280,UNC11799280
6,107479664,UNC11799346,UNC11799346
6,107490857,UNC11799420,UNC11799420
6,107504718,UNC11799629,UNC11799629
6,107513256,UNC11799811,UNC11799811
6,107535070,UNC11800127,UNC11800127
6,107540661,UNC11800200,UNC11800200
6,107553613,UNC11800421,UNC11800421
6,107565044,UNC11800580,UNC11800580
6,107574528,UNC11800682,UNC11800682
6,107600496,UNC11800973,UNC11800973
6,107605988,UNC11801022,UNC11801022
6,107629886,JAX00621373,JAX00621373
6,107650937,UNC11801618,UNC11801618
6,107653981,UNC11801675,UNC11801675
6,107669888,UNC11801814,UNC11801814
6,107680969,UNC11801854,UNC11801854
6,107690915,UNC11801893,UNC11801893
6,107704420,UNC11802090,UNC11802090
6,107710734,UNC11802217,UNC11802217
6,107711400,JAX00145112,JAX00145112
6,107722888,UNC11802290,UNC11802290
6,107735970,JAX00145114,JAX00145114
6,107737001,UNC11802454,UNC11802454
6,107750862,UNC11802671,UNC11802671
6,107762677,UNC11802831,UNC11802831
6,107771260,JAX00145116,JAX00145116
6,107779582,UNC11803033,UNC11803033
6,107794367,JAX00145119,JAX00145119
6,107795865,UNC11803230,UNC11803230
6,10780277,UNC10556590,UNC10556590;UNCHS016491
6,107852624,UNC11804012,UNC11804012
6,107898761,UNC11804585,UNC11804585
6,107962029,UNC11805095,UNC11805095
6,107999581,UNC11805607,UNC11805607
6,108025904,JAX00145136,JAX00145136
6,108053859,UNC11806053,UNC11806053
6,108097588,UNC11806630,UNC11806630
6,108146840,UNC11807453,UNC11807453
6,108148783,UNC060169921,UNC060169921
6,108179287,UNC11807935,UNC11807935
6,108233833,UNC11808856,UNC11808856
6,108264195,JAX00621494,JAX00621494
6,108289724,UNC11809533,UNC11809533
6,108351929,JAX00145159,JAX00145159
6,108359902,JAX00621525,JAX00621525
6,108393515,UNC11811120,UNC11811120
6,108453058,UNC11812212,UNC11812212
6,108516765,UNC11813021,UNC11813021
6,108541078,JAX00621600,JAX00621600
6,108559897,UNC11813639,UNC11813639
6,108606064,UNC11814232,UNC11814232
6,108638271,UNC11814673,UNC11814673
6,108686874,UNC11815336,UNC11815336
6,10875121,UNC10558215,UNC10558215
6,108775410,UNC11816942,UNC11816942
6,108785420,UNC11817114,UNC11817114
6,108852464,UNC11817969,UNC11817969
6,108904658,JAX00621707,JAX00621707
6,108926821,UNC11819346,UNC11819346
6,108939578,UNC11819451,UNC11819451
6,108968834,JAX00621738,JAX00621738
6,109007798,UNC060404353,UNC060404353
6,109037799,UNC11820515,UNC11820515
6,109114037,,JAX00145217;UNC11821113
6,109140941,UNC11821391,UNC11821391
6,109149935,JAX00621782,JAX00621782
6,109204082,UNC11822317,UNC11822317
6,109260535,UNC11823044,UNC11823044
6,109309565,UNC11823561,UNC11823561
6,109345711,UNC11824157,UNC11824157
6,109436871,UNC11825422,UNC11825422
6,109467808,UNC11825846,UNC11825846
6,109521818,UNC11826666,UNC11826666
6,109566463,UNC11827418,UNC11827418
6,109614328,UNC11828022,UNC11828022
6,109664233,UNC11828771,UNC11828771
6,109719401,UNC11829374,UNC11829374
6,109744684,UNC11829770,UNC11829770
6,109802301,UNC11830957,UNC11830957
6,109846734,UNC11831689,UNC11831689
6,109919411,UNC11833094,UNC11833094
6,110016556,UNC11834507,UNC11834507
6,11001858,UNC10559741,UNC10559741
6,110105315,UNC11835443,UNC11835443
6,110174002,UNC11836588,UNC11836588
6,110174917,JAX00145297,JAX00145297
6,110233088,UNC11837436,UNC11837436
6,110275820,UNC11838127,UNC11838127
6,110330138,UNC11838976,UNC11838976
6,110344261,JAX00622006,JAX00622006
6,110375572,UNC11839626,UNC11839626
6,110376690,JAX00145311,JAX00145311
6,110406877,UNC11840032,UNC11840032
6,110425529,JAX00622018,JAX00622018
6,110471066,UNC11841141,UNC11841141
6,110488612,JAX00622031,JAX00622031
6,110526157,UNC11841886,UNC11841886
6,110563901,UNC11842463,UNC11842463
6,110581050,JAX00622044,JAX00622044
6,110632962,UNC11843782,UNC11843782
6,110663003,UNC11844161,UNC11844161
6,110787693,UNC11845982,UNC11845982
6,11079485,UNC10561068,UNC10561068
6,110808395,UNC11846363,UNC11846363
6,110836320,JAX00622082,JAX00622082;JAX00622082r
6,110880766,UNC11847552,UNC11847552
6,110913311,UNC11848075,UNC11848075
6,110989940,UNC11849303,UNC11849303
6,111039551,UNC11849945,UNC11849945
6,111060313,UNC11850399,UNC11850399
6,111192452,JAX00145371,JAX00145371
6,111314324,UNC11854456,UNC11854456
6,111335374,JAX00145385,JAX00145385
6,111371032,UNC11855475,UNC11855475
6,111436724,UNC11856222,UNC11856222
6,111450507,JAX00622204,JAX00622204
6,111494398,JAX00622212,JAX00622212
6,111510598,UNC11857102,UNC11857102
6,111533971,UNC11857487,UNC11857487
6,111591580,UNC11858000,UNC11858000
6,111627896,JAX00622231,JAX00622231
6,111657489,UNC11859083,UNC11859083
6,111690570,UNC11859490,UNC11859490
6,11172806,UNC10561932,UNC10561932
6,111753458,UNC060180359,UNC060180359
6,111800074,UNC11861329,UNC11861329
6,111820265,JAX00622271,JAX00622271;JAX00622271r
6,111842742,UNC11861968,UNC11861968
6,111892807,UNC11862792,UNC11862792
6,111925376,,JAX00622305;JAX00622305q
6,111957671,UNC11863739,UNC11863739
6,111986862,UNC11864158,UNC11864158
6,112052888,UNC11865114,UNC11865114
6,112092824,UNC11865647,UNC11865647
6,112144112,UNC11866416,UNC11866416
6,112166517,JAX00145446,JAX00145446
6,11218918,,JAX00603068;JAX00603068q
6,112224014,JAX00622362,JAX00622362
6,112255837,UNC11868058,UNC11868058
6,112297578,UNC11868647,UNC11868647
6,112319490,JAX00622392,JAX00622392
6,112321788,,JAX00622394;JAX00622394q
6,112331819,UNC11869177,UNC11869177
6,112422549,JAX00145465,JAX00145465
6,112447205,UNC11871241,UNC11871241
6,112498928,UNC11872143,UNC11872143
6,112526470,UNC11872535,UNC11872535;UNCHS018582
6,112543126,JAX00622452,JAX00622452
6,112553222,UNC11872961,UNC11872961
6,112594175,UNC11873705,UNC11873705
6,112611286,UNC11873982,UNC11873982
6,112626926,JAX00145479,JAX00145479
6,112632146,JAX00622482,JAX00622482
6,112652568,UNC11874579,UNC11874579
6,112683249,UNC11874959,UNC11874959
6,112714246,JAX00145488,JAX00145488
6,112736821,UNC11875611,UNC11875611
6,112773583,UNC11876151,UNC11876151
6,112819321,UNC11876865,UNC11876865
6,112833684,UNC11877074,UNC11877074
6,112877532,UNC11877898,UNC11877898
6,112919710,JAX00230709,JAX00230709
6,112929852,JAX00622581,JAX00622581
6,112929915,JAX00622582,JAX00622582
6,112942925,UNC11878990,UNC11878990
6,112973670,UNC11879437,UNC11879437
6,113000627,JAX00622606,JAX00622606
6,113026371,UNC11880380,UNC11880380
6,113067856,UNC11880685,UNC11880685
6,113074350,JAX00622619,JAX00622619
6,113098969,UNC11880841,UNC11880841
6,113124136,UNC11880940,UNC11880940
6,11313612,UNC10563465,UNC10563465
6,113156565,UNC11881154,UNC11881154
6,113203509,UNC11881658,UNC11881658
6,113236637,UNC11882183,UNC11882183
6,113261200,UNC11882371,UNC11882371
6,113298572,UNC11882717,UNC11882717
6,113298941,JAX00622655,JAX00622655
6,113314858,UNC11882868,UNC11882868
6,113316859,JAX00622665,JAX00622665
6,113378159,UNC11883693,UNC11883693
6,113409387,UNC11883978,UNC11883978
6,113410335,JAX00145539,JAX00145539
6,113442930,UNC11884415,UNC11884415
6,113490322,UNC11884968,UNC11884968
6,113518821,UNC11885277,UNC11885277;UNCHS018617
6,113608055,UNC11886204,UNC11886204
6,113627857,UNC11886443,UNC11886443
6,113674342,UNC11887043,UNC11887043
6,113702544,UNC11887421,UNC11887421
6,113720337,UNC11887598,UNC11887598
6,113754963,UNC11888021,UNC11888021
6,113800060,UNC11888607,UNC11888607
6,113825169,UNC11889019,UNC11889019
6,113860030,UNC11889501,UNC11889501
6,113892242,UNC11889912,UNC11889912
6,113916112,UNC11890196,UNC11890196
6,113929808,UNC11890347,UNC11890347
6,113935477,UNC11890410,UNC11890410
6,113939048,UNC11890454,UNC11890454
6,113950019,UNC11890645,UNC11890645
6,113954346,UNC11890694,UNC11890694
6,113959701,UNC11890744,UNC11890744
6,113967727,UNC11890860,UNC11890860
6,113972699,UNC11890972,UNC11890972
6,113978761,UNC11891083,UNC11891083
6,113982952,UNC11891158,UNC11891158
6,113994198,UNC11891336,UNC11891336
6,113997598,UNC11891378,UNC11891378
6,114016192,UNC11891600,UNC11891600
6,114024864,UNC11891761,UNC11891761
6,114029804,UNC11891831,UNC11891831
6,114035111,JAX00622848,JAX00622848
6,114036106,UNC11891939,UNC11891939
6,114038228,JAX00622855,JAX00622855
6,114039273,UNC11891976,UNC11891976
6,114052414,UNC11892120,UNC11892120
6,114061140,UNC11892298,UNC11892298
6,114063645,UNC11892337,UNC11892337
6,114073666,UNC11892537,UNC11892537
6,114084982,UNC11892669,UNC11892669
6,114091714,UNC11892772,UNC11892772
6,114097045,UNC11892876,UNC11892876
6,114122550,JAX00622878,JAX00622878
6,11415018,UNC10564502,UNC10564502
6,114161319,UNC11893977,UNC11893977
6,114180435,JAX00622888,JAX00622888
6,114239313,UNC11895169,UNC11895169
6,114277007,UNC11895760,UNC11895760
6,114366484,UNC11897195,UNC11897195
6,114372810,JAX00145611,JAX00145611
6,114384173,JAX00622933,JAX00622933
6,114455387,UNC11898525,UNC11898525
6,114485382,JAX00622977,JAX00622977
6,114716993,UNC11898610,UNC11898610
6,114791087,UNC11899298,UNC11899298
6,114863018,UNC11899896,UNC11899896
6,114934226,UNC11900556,UNC11900556
6,114987906,UNC11901010,UNC11901010
6,115077908,UNC11902042,UNC11902042
6,115144081,UNC11902844,UNC11902844
6,115194852,UNC11903575,UNC11903575
6,115261009,JAX00623122,JAX00623122
6,115273216,UNC11904399,UNC11904399
6,115288588,JAX00623134,JAX00623134
6,115298956,,UNCHS018698;UNCHS018699
6,115310230,JAX00623141,JAX00623141
6,11533716,UNC10565132,UNC10565132
6,115378014,JAX00145678,JAX00145678;JAX00145678r
6,115436815,UNC11906180,UNC11906180;UNCHS018710
6,115575639,UNC11907921,UNC11907921
6,11561943,JAX00137941,JAX00137941
6,115632755,UNC11908625,UNC11908625
6,115650653,,sanger3549;sanger3549q
6,115705596,UNC11909297,UNC11909297
6,115750635,JAX00623246,JAX00623246
6,115848576,UNC11911281,UNC11911281
6,115906082,UNC11911662,UNC11911662
6,115913471,JAX00623306,JAX00623306
6,115969607,UNC11912466,UNC11912466
6,115982945,JAX00145724,JAX00145724
6,116036809,UNC11913113,UNC11913113
6,116128606,UNC11913517,UNC11913517
6,116194183,UNC11913935,UNC11913935
6,116256163,UNC11914644,UNC11914644
6,116298395,UNC11915060,UNC11915060
6,11630546,UNC10566053,UNC10566053
6,116416092,UNC11916617,UNC11916617
6,116538670,UNC11918054,UNC11918054
6,116640774,UNC11919336,UNC11919336
6,116682006,UNC11920142,UNC11920142
6,116710164,UNC11920737,UNC11920737
6,116716073,JAX00145779,JAX00145779
6,116725314,UNC11921020,UNC11921020
6,116737289,UNC11921145,UNC11921145
6,116756729,UNC11921280,UNC11921280
6,116794515,JAX00623548,JAX00623548
6,116805525,UNC11921952,UNC11921952
6,116821593,UNC11922293,UNC11922293;UNCHS018775
6,116826097,UNC11922370,UNC11922370;UNCHS018777
6,116842414,UNC11922637,UNC11922637
6,116864849,UNC11923091,UNC11923091
6,116876077,UNC11923279,UNC11923279
6,116895597,UNC11923477,UNC11923477
6,116906732,JAX00623581,JAX00623581
6,116921466,UNC11924035,UNC11924035
6,116943087,UNC11924376,JAX00145795;UNC11924376
6,116955497,UNC11924523,UNC11924523
6,116988117,UNC11925004,UNC11925004
6,117020989,UNC11925414,UNC11925414
6,117034805,UNC11925639,UNC11925639
6,117050227,UNC11925865,UNC11925865
6,117053969,JAX00145803,JAX00145803
6,117066015,UNC11926120,UNC11926120
6,117081641,UNC11926395,UNC11926395
6,117100622,JAX00145808,JAX00145808
6,117106071,JAX00623631,JAX00623631
6,117115766,UNC11926846,UNC11926846
6,117131082,UNC11927182,UNC11927182
6,117143673,UNC11927256,UNC11927256
6,117159061,UNC11927440,UNC11927440
6,117173106,UNC11927562,UNC11927562
6,117186975,UNC11927710,UNC11927710
6,117205160,UNC11927966,UNC11927966
6,117220859,UNC11928112,UNC11928112
6,117235815,UNC11928223,UNC11928223
6,117252587,UNC11928493,UNC11928493
6,117267209,UNC11928631,UNC11928631
6,117295179,JAX00145823,JAX00145823
6,117299742,UNC11929066,UNC11929066
6,117306768,UNC11929107,UNC11929107
6,117329399,UNC11929468,UNC11929468
6,117358767,UNC11929791,UNC11929791
6,117367733,JAX00623680,JAX00623680
6,117374362,,JAX00145829;JAX00145829q
6,117375318,UNC11930070,UNC11930070
6,117393215,UNC11930388,UNC11930388
6,117407833,UNC11930546,UNC11930546
6,117422428,UNC11930750,UNC11930750
6,117437101,UNC11930985,UNC11930985;UNCHS018795
6,117444572,JAX00623698,JAX00623698
6,117446498,UNC11931097,UNC11931097
6,117468634,UNC11931458,UNC11931458
6,117480394,B6_06-117430412-S,B6_06-117430412-S
6,117480736,UNC11931635,UNC11931635
6,117497588,UNC11931939,UNC11931939
6,117516189,UNC11932236,UNC11932236
6,117524633,UNC11932314,UNC11932314
6,117525814,JAX00623717,JAX00623717
6,117537102,JAX00623720,JAX00623720
6,117545428,UNC11932643,UNC11932643
6,117557540,UNC11932912,UNC11932912
6,117578252,UNC11933298,UNC11933298
6,117625276,UNC11933833,UNC11933833
6,117649453,JAX00623753,JAX00623753
6,117659824,UNC11934160,UNC11934160
6,11771703,UNC10567106,UNC10567106
6,117734388,UNC11934996,UNC11934996
6,117792132,UNC11935510,UNC11935510
6,117842839,UNC11936292,UNC11936292
6,117948904,JAX00623801,JAX00623801
6,117965422,UNC11937912,UNC11937912;UNCHS018809
6,118017378,UNC11938551,UNC11938551
6,118120932,JAX00623820,JAX00623820
6,118185600,UNC11940942,UNC11940942
6,11821310,UNC10567608,UNC10567608
6,118255377,UNC11941794,UNC11941794
6,118280460,JAX00623849,JAX00623849
6,118297380,UNC11942536,UNC11942536
6,118357978,UNC11943592,UNC11943592
6,118389706,UNC11943987,UNC11943987
6,118465304,UNC11944914,UNC11944914
6,118482742,JAX00623896,JAX00623896
6,118496175,UNC11945280,UNC11945280
6,118541496,JAX00623908,JAX00623908
6,118589712,backupUNC060185756,backupUNC060185756
6,118647034,UNC11947719,UNC11947719
6,118693479,UNC11948459,UNC11948459
6,118734655,UNC11949070,UNC11949070
6,118866238,UNC11950986,UNC11950986
6,118894946,UNC11951452,UNC11951452;UNCHS018821
6,118971218,UNC11952771,UNC11952771
6,119003242,UNC11953422,UNC11953422
6,119094007,UNC11954935,UNC11954935
6,119192229,UNC11956402,UNC11956402
6,119202548,JAX00624135,JAX00624135
6,119359562,UNC11958653,UNC11958653
6,119418568,UNC11959152,UNC11959152
6,119477979,UNC11959958,JAX00145988;UNC11959958
6,119510175,UNC11960356,UNC11960356
6,11953591,JAX00228605,JAX00228605
6,11953672,JAX00603122,JAX00603122
6,119686159,UNC11962374,UNC11962374
6,119692680,JAX00146001,JAX00146001
6,119759425,UNC11963065,UNC11963065
6,119805151,JAX00624260,JAX00624260
6,119823920,UNC11963862,UNC11963862
6,119870475,UNC11964432,UNC11964432
6,11988434,JAX00603125,JAX00603125
6,119928828,UNC11964864,UNC11964864
6,119986692,UNC11965090,UNC11965090
6,120041790,UNC11965331,UNC11965331
6,120090533,UNC11966156,UNC11966156
6,120174611,UNC11967294,UNC11967294
6,120197453,JAX00624300,JAX00624300
6,120206264,UNC11967787,UNC11967787
6,120255293,UNC11968472,UNC11968472
6,120281739,JAX00230882,JAX00230882
6,120325986,UNC11969200,UNC11969200
6,120369831,,JAX00624331;JAX00624331r
6,120378491,UNC11969658,UNC11969658
6,120418816,UNC11969946,UNC11969946
6,120499182,UNC11970649,UNC11970649
6,120543279,UNC11971386,UNC11971386
6,12054764,UNC10569420,UNC10569420
6,12057793,JAX00603134,JAX00603134
6,120642133,UNC11972944,UNC11972944
6,120707998,UNC11973571,UNC11973571
6,120777377,UNC11974335,UNC11974335
6,120830189,UNC11974972,UNC11974972
6,120891751,UNC11975571,UNC11975571
6,120942209,UNC11976252,UNC11976252
6,120970513,backupUNC060190810,backupUNC060190810
6,121004020,,JAX00624429;JAX00624429q
6,121011840,UNC11977300,UNC11977300
6,12104724,UNC10570099,UNC10570099
6,121049329,UNC11977865,UNC11977865
6,121109489,UNC11978964,UNC11978964
6,121166213,UNC11979850,UNC11979850
6,121242350,UNC11980657,UNC11980657;UNCHS018892
6,121303841,UNC11981462,UNC11981462
6,121334907,UNC11981912,UNC11981912
6,121385521,UNC11982466,UNC11982466
6,121446159,UNC11983122,UNC11983122
6,12148484,UNC10570836,UNC10570836
6,121486639,UNC11983610,UNC11983610
6,121556964,UNC11984748,UNC11984748
6,121624648,JAX00146145,JAX00146145
6,121642728,JAX00624580,JAX00624580
6,121662325,UNC11986058,UNC11986058
6,121669253,JAX00624588,JAX00624588
6,121724758,UNC11986726,JAX00146154;UNC11986726
6,12173422,UNC10571218,UNC10571218
6,121789711,UNC11987389,UNC11987389
6,121848749,UNC11987940,UNC11987940
6,121871409,UNC11988154,UNC11988154
6,121983578,UNC11989023,UNC11989023
6,122103441,UNC11989670,UNC11989670
6,122121233,,JAX00624627;UNCHS018901
6,12216017,UNC10571848,UNC10571848
6,122197227,UNC11990059,UNC11990059
6,122290952,UNC11990834,UNC11990834
6,122337309,UNC11991182,UNC11991182
6,122361129,JAX00624655,JAX00624655
6,122415564,JAX00624661,JAX00624661
6,122429310,UNC11992847,UNC11992847
6,122458208,UNC11993190,UNC11993190
6,12254164,UNC10572159,UNC10572159
6,122547455,UNC11994566,UNC11994566
6,122559414,UNC11994791,UNC11994791
6,122581172,UNC11995020,UNC11995020
6,122597050,UNC11995230,UNC11995230
6,122613789,UNC11995424,UNC11995424
6,122618862,UNC11995493,UNC11995493
6,122634901,UNC11995753,UNC11995753
6,122646716,UNC11995925,UNC11995925
6,122651117,JAX00624711,JAX00624711
6,122655752,UNC11996043,UNC11996043
6,122679702,UNC11996440,UNC11996440
6,122707253,UNC11996787,UNC11996787
6,122719991,UNC11996891,UNC11996891
6,122732102,UNC11996940,UNC11996940
6,122744931,UNC11997026,UNC11997026
6,122756609,UNC11997101,UNC11997101
6,122769143,UNC11997182,UNC11997182
6,122775647,JAX00146227,JAX00146227
6,122781783,UNC11997265,UNC11997265
6,122822265,JAX00146231,JAX00146231
6,122823169,UNC11997671,UNC11997671
6,122830158,JAX00624737,JAX00624737
6,122830200,JAX00624738,JAX00624738
